OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape_Length,Shape_Area
1,2007,CA,CCO,LAC,OCTOBER,00246393,2007-10-21,2007-10-23,14,NA,NA,25.73671341,8,1,00233414,1902.439051,104152.7811
2,2007,CA,CCO,LAC,MAGIC,00233077,2007-10-22,2007-10-25,14,NA,NA,2824.877197,8,1,00233077,20407.96566,11431872.51
3,2007,CA,USF,ANF,RANCH,00000166,2007-10-20,2007-11-15,2,NA,54716,58410.33594,7,1,00000166,169150.7157,236378245.2
4,2007,CA,CCO,LAC,EMMA,00201384,2007-09-11,2007-09-11,14,NA,NA,172.2149506,8,1,00201384,6117.777086,696929.1698
5,2007,CA,CCO,LAC,CORRAL,00259483,2007-11-24,2007-11-27,14,NA,NA,4707.99707,8,1,00259483,22907.18217,19052588.51
6,2007,CA,CCO,LAC,GORMAN,00109398,2007-05-19,2007-05-22,14,NA,NA,2373.844971,8,1,00109398,19693.20882,9606609.352
7,2007,CA,CCO,LAC,WEST,00148311,2007-07-07,2007-07-08,14,NA,NA,245.233963,8,1,00148311,5881.590454,992426.6389
8,2007,CA,CCO,LAC,PEARBLOSSOM,00177427,2007-08-13,2007-08-14,14,NA,NA,81.03350067,8,1,00177427,4123.607761,327930.9336
9,2007,CA,CCO,LAC,SKYLINE,00183643,2007-08-21,2007-08-23,14,NA,NA,95.41855621,8,1,00183643,3590.087163,386145.196
10,2007,CA,CCO,LAC,SESNON,00231876,2007-10-21,2007-10-21,14,NA,NA,30.3014183,8,1,00231876,1675.72825,122625.4901
11,2007,CA,CCO,LAC,SOLEDAD,00233414,2007-10-22,2007-10-23,14,NA,NA,44.16777039,8,1,00233414,2054.352312,178740.6207
12,2007,CA,CCO,LAC,Y,00233912,2007-10-23,NA,14,NA,NA,22.49172974,NA,1,00233912,1661.025925,91020.79994
13,2007,CA,CDF,MVU,ANGEL 3,00009233,2007-09-15,2007-09-25,4,NA,837,832.1265259,7,1,00000000,17923.84618,3367496.613
14,2007,CA,CDF,MVU,BANNER,00006310,2007-07-01,2007-07-03,14,NA,NA,95.15126038,7,1,00000000,3492.891093,385063.4789
15,2007,CA,CDF,HUU,CHAMBERS,00003235,2007-07-27,2007-07-29,7,NA,55,54.69635773,2,1,00000000,3032.160693,221348.3029
16,2007,CA,CDF,HUU,BROWN,00002877,2007-07-08,2007-07-08,2,NA,20,18.73177338,2,1,00000000,1469.312447,75804.7998
17,2007,CA,CDF,HUU,DRIFTWOOD,00004908,2007-10-25,2007-11-05,14,NA,70,52.9729538,1,1,00000000,4353.271295,214373.9356
18,2007,CA,CDF,HUU,CAPPEL,00004049,2007-09-05,2007-09-11,14,NA,20,12.89414597,1,1,00000000,1604.375528,52180.75749
19,2007,CA,CCO,KRN,MOUNTAIN,00717959,2007-07-19,2007-07-19,14,NA,840.56,840.5582886,1,1,00717959,10229.11523,3401618.781
20,2007,CA,CCO,KRN,WHITE,00018055,2007-06-24,2007-06-29,2,NA,12432.15,12432.16016,7,1,00718055,42225.31167,50311168.47
21,2007,CA,USF,KRN,WOFFORD,00000000,2007-05-09,2007-05-13,9,NA,567,567.456604,2,1,0713610,7154.99835,2296415.401
22,2007,CA,CCO,LAC,PEARBLOSSOM,00080271,2007-04-12,2007-04-13,14,NA,77,77.80277252,8,1,00080271,5171.848182,314856.6501
23,2007,CA,CCO,LAC,ISLAND,00102481,2007-05-10,2007-05-17,14,NA,4750,4722.96582,8,1,00102481,30713.9037,19113165.55
24,2007,CA,CCO,LAC,CANYON,00148415,2007-07-07,NA,14,NA,743,743.4799194,NA,1,00148415,12308.86695,3008756.592
25,2007,CA,CCO,LAC,FAIRMONT,00193853,2007-09-01,2007-09-08,14,NA,211,211.6219482,8,1,00193853,4739.285245,856403.6154
26,2007,CA,CDF,FKU,AUBERRY,00009400,2007-08-28,2007-09-03,10,NA,150,150.9360657,2,1,00009400,3302.735287,610816.5577
27,2007,CA,CDF,FKU,GATOS,00009688,2007-09-02,2007-09-05,1,NA,100,83.05220032,2,1,00009688,2298.988366,336100.3266
28,2007,CA,LRA,MVU,CORONADO HILLS,00010492,2007-10-22,NA,14,NA,NA,58.7947464,3,1,00000000,1800.918409,237933.9012
29,2007,CA,CCO,LAC,MEADOW RIDGE,00233523,2007-10-23,2007-10-25,14,NA,NA,39.1084671,8,1,00233523,3372.749658,158266.3562
30,2007,CA,CDF,MMU,HIGHWAY 41/ RD 209 3,00005998,2007-05-20,NA,14,NA,NA,329.0809326,6,1,00000000,5371.204505,1331743.231
31,2007,CA,BLM,MVU,BORDER #34,00009128,2007-09-12,2007-09-16,14,NA,NA,109.2246094,6,1,00000000,3036.537677,442016.3237
32,2007,CA,LRA,MVU,78 #4,00006655,2007-07-09,2007-07-10,10,NA,70,99.97422028,6,1,00000000,3524.306842,404581.3012
33,2007,CA,CDF,MVU,BORDER #25,00006524,2007-07-06,2007-07-07,4,NA,50,136.2099304,6,1,00000000,3660.236539,551222.0551
34,2007,CA,CDF,MVU,VUELTA,00005764,2007-06-16,2007-06-18,14,NA,120,214.8133545,6,1,00000000,6221.770847,869318.8322
35,2007,CA,CDF,LMU,WILLOW,00003020,2007-07-06,2007-07-17,1,Timber,75,73.36000824,1,2,00000000,3120.049848,296877.4248
36,2007,CA,CDF,LMU,LOOKOUT,00004945,2007-10-02,2007-10-03,5,Grass and Brush Mix,64,64.5118103,1,1,00000000,3350.448084,261070.0491
37,2007,CA,CDF,LMU,PINE,00002692,2007-06-23,2007-07-29,5,Grass and Brush Mix,314,481.7800293,1,1,00000000,5880.539937,1949694.62
38,2007,CA,CDF,LMU,ISLAND,00002269,2007-06-01,2007-06-04,1,"Grass and sagebrush, outside of SRA.",518,517.5629272,1,1,00000000,7971.953495,2094502.879
39,2007,CA,CDF,LNU,HWY 128,00005933,2007-08-14,2007-08-15,14,NA,368,508.3511047,6,1,00000000,6142.001763,2057223.929
40,2007,CA,CDF,LNU,PEAK,00004843,2007-07-11,2007-07-11,2,NA,60,46.32199097,5,1,00000000,2689.41363,187458.4525
41,2007,CA,CDF,LNU,MOUNTAIN,00004247,2007-06-24,2007-06-27,14,NA,45,49.278236390000004,7,1,00000000,1815.510019,199421.9428
42,2007,CA,CDF,LNU,SPRUCE,00004982,2007-07-15,2007-07-15,11,NA,NA,129.0110931,5,1,00000000,4042.514373,522089.3765
43,2007,CA,CDF,LNU,BRAYE,00003042,2007-05-18,2007-05-22,14,NA,450,636.5302124,6,1,00000000,7055.141053,2575946.261
44,2007,CA,CDF,LNU,ROBINSON,00005400,2007-07-28,2007-07-30,7,Started on Robinson Rancheria,128,121.5482178,1,1,00000000,4377.868463,491888.1963
45,2007,CA,CDF,LNU,WEST,00005195,2007-07-22,2007-07-22,10,NA,40,36.99460983,6,1,00000000,2128.279758,149711.867
46,2007,CA,LRA,LAC,GRIFFITH PARK,00000000,2007-05-08,NA,3,NPS from BARC imagery and air photo interp. Presumed accuracy 30m,NA,747.8983765,7,1,00000002,12410.57845,3026637.438
47,2007,CA,LRA,LAC,BARHAM,00000000,2007-03-30,2007-03-31,8,"NPS from BARC, air photo interp. Presumed accuracy 30m. Suppress by LA City?",NA,224.3276367,7,1,00000001,5068.36084,907821.7177
48,2007,CA,CCO,VNC,SMALL HIGHWAY,00000000,2007-06-08,2007-06-08,10,"NPS by ground GPS, presumed cause = automobile, suppressed by VTA Co?",NA,0.132266,1,1,00000002,113.1549028,535.2614878
49,2007,CA,CCO,VNC,RABBIT HILL,00000000,2007-10-21,2007-10-21,14,VTACO prob suppress. NPS map by recon & airpic interp. Cause unkn. Accuracy 15m,NA,16.84096336,7,1,00000003,993.4892822,68152.96436
50,2007,CA,CCO,VNC,ROADSIDE,00000000,2007-04-30,2007-04-30,9,"VTACO prob suppress.  NPS map ground GPS, in threat zone, accuracy 10m",NA,0.320583969,1,1,00000001,196.3234164,1297.357354
51,2007,CA,CCO,VNC,DEER RIDGE,00000239,2007-04-01,2007-04-01,9,"By NPS LE (ground GPS?), presumed accuracy 30m. cause unkn, presumed human",0.3,0.30896154,7,1,00000239,125.5071618,1250.323002
52,2007,CA,CCO,LAC,TRIUNFO,00000313,2007-05-09,2007-05-09,9,"NPS from unkn source. Presumed accuracy 30m, cause unkn, presumed human",0.2,0.308980942,8,1,00000313,125.5111175,1250.401525
53,2007,CA,CCO,ORC,241 (HAYSTACK),00000000,2007-05-26,NA,10,NA,NA,0.238220185,NA,1,00000000,533.4230363,964.0428842
54,2007,CA,CCO,ORC,PIONEER,00000000,2007-05-26,NA,8,NA,NA,0.338818043,NA,1,00034237,192.416167,1371.148029
55,2007,CA,CCO,ORC,FREEMONT/IRVINE LAKE,00000000,2007-06-22,NA,16,NA,NA,9.488763809,NA,1,00039619,1121.618341,38399.66525
56,2007,CA,CCO,ORC,ANTONIO,00000000,2007-06-25,NA,11,NA,NA,0.879535854,NA,1,07040974,238.5724713,3559.355266
57,2007,CA,CCO,ORC,FREEWAY INCIDENT,00000000,2007-09-18,NA,8,NA,NA,2.454625607,NA,1,00060896,763.7087994,9933.517481
58,2007,CA,CCO,ORC,CROWN VALLEY,00000000,2007-07-13,NA,8,NA,NA,22.87266541,NA,1,07045332,1886.90016,92562.39319
59,2007,CA,CCO,ORC,261 INCIDENT,00000000,2007-07-27,NA,10,NA,NA,89.76793671,NA,1,07048570,2815.55182,363277.9636
60,2007,CA,CDF,RRU,ROCA,00091948,2007-10-21,2007-10-21,11,NA,256,270.0265198,7,1,00000000,5652.827771,1092758.519
61,2007,CA,CCO,SBC,CEMETERY,00006785,2007-08-20,2007-08-23,8,Children playing with fire,490,501.5786743,7,1,00006785,7608.322311,2029816.898
62,2007,CA,CCO,SBC,MARIPOSA,00007295,2007-09-03,2007-09-04,11,NA,187,188.2546234,7,1,00007295,4578.864001,761839.418
63,2007,CA,CCO,SBC,SEDGWICK,00008758,2007-10-21,2007-10-23,11,CA-LPF-001783,710,808.8292236,7,1,00008758,8061.132352,3273215.654
64,2007,CA,LRA,LAC,GRIFFITH PARK,00000000,2007-08-14,2007-08-14,14,"perim = 5ac circle, by NPS, from oblique air photo. Cause unknown",NA,4.961969376,5,1,00000003,502.5446193,20080.37719
65,2007,CA,CCO,LAC,AGOURA,00000420,2007-06-21,2007-06-21,9,"NPS by ground GPS. Accuracy 20m. cause = ukn, presumed human",0.8,0.808401406,1,1,00000420,324.5918197,3271.484528
66,2007,CA,CCO,LAC,KANAN,00000457,2007-07-03,2007-07-03,2,NPS by ground GPS. Accuracy 20m. presumed cause = weed abatement,0.5,0.513943851,1,1,00000457,202.5249445,2079.857011
67,2007,CA,CCO,LAC,FLORES,00000535,2007-08-05,2007-08-05,10,"NPS by ground GPS. Cause = vehicle fire, accuracy 10m",0.1,0.093504287,1,1,00000535,69.04504431,378.3984395
68,2007,CA,CCO,LAC,AGOURA 2,00000677,2007-10-07,2007-10-07,7,"NPS by ground GPS. arson suspected, accuracy 20m",2,2.014412165,1,1,00000677,320.2726357,8152.037112
69,2007,CA,CCO,LAC,VIRGENES,00000717,2007-11-03,2007-11-03,9,"Cause unkn, presumed human, NPS by driveby recon, presumed accuracy 90m",0.1,0.016780473,7,1,00000717,29.24998292,67.90816499
70,2007,CA,LRA,RRU,RIVER,00037425,2007-04-28,2007-04-28,14,NA,488,158.0416107,7,1,00000000,5723.411747,639571.6775
71,2007,CA,CDF,RRU,ROSA,00092560,2007-10-22,2007-10-22,14,NA,200,409.634552,7,1,00000000,8714.260275,1657732.279
72,2007,CA,CCO,ORC,LAGUNA CANYON,00000000,2007-03-08,2007-03-08,3,NA,NA,2.842573404,8,1,00000000,585.3848359,11503.48676
73,2007,CA,CCO,ORC,241 INCIDENT,00000000,2007-03-11,2007-03-13,7,NA,NA,1618.079224,7,1,07016557,17664.21662,6548134.437
74,2007,CA,CCO,ORC,NA,00000000,2007-01-07,2007-01-07,8,NA,NA,14.80335808,8,1,00000000,1667.956919,59907.0652
75,2007,CA,CCO,ORC,ROSE,00000000,2007-04-12,2007-04-12,11,NA,2.5,8.33595562,8,1,00024073,1221.367773,33734.4151
76,2007,CA,CDF,AEU,BAYNE,00011527,2007-07-01,2007-07-01,7,NA,126,125.9605713,1,1,00000000,3807.512538,509744.361
77,2007,CA,CDF,AEU,PLACERVILLE,00010561,2007-06-18,2007-06-18,14,NA,1.2,0.981788158,6,1,00000000,242.1422769,3973.155813
78,2007,CA,DOD,MCP,AMMO,00000000,2007-10-23,2007-11-01,14,NA,21084,21493.9082,8,1,00001111,55925.99447,86982761.42
79,2007,CA,CDF,BDU,RED STAR,00000287,2007-01-07,2007-01-07,14,CAL FIRE Wildland Contract area.,209,208.714447,1,1,00000000,7933.457964,844637.3925
80,2007,CA,USF,KNF,BACK,00000034,2007-07-06,2007-07-14,1,Part of the China-Back Complex,28,28.20994186,8,1,00000034,2520.289032,114161.5872
81,2007,CA,USF,KNF,CHINA,00000043,2007-07-10,2007-08-18,1,Part of the China-Back Complex,2906,2939.363281,7,1,00000043,19665.1734,11895181.09
82,2007,CA,USF,KNF,SKY,00000033,2007-07-10,2007-07-15,1,NA,22,21.53662109,6,1,00000033,1168.999098,87155.61171
83,2007,CA,USF,BDF,BUTLER,00000138,2007-09-01,2007-09-05,1,NA,85,87.50257874,5,1,00000138,2332.154231,354110.3585
84,2007,CA,USF,KNF,DOGWOOD,00000068,2007-08-29,2007-09-04,1,NA,12,12.92591763,6,1,00000068,1065.064215,52309.33114
85,2007,CA,USF,BDF,ELLIOT,00000140,2007-09-01,2007-09-03,1,NA,15,18.19048691,6,1,00000140,1396.650672,73614.2865
86,2007,CA,USF,BDF,DEVORE,00000095,2007-08-04,2007-08-04,2,NA,10,14.00033855,6,1,00000095,965.9515089,56657.36171
87,2007,CA,USF,BDF,SAND,00000093,2007-08-02,2007-08-05,5,NA,100,108.1787643,6,1,00000093,3267.953615,437783.9372
88,2007,CA,USF,BDF,BLUECUT,00000077,2007-07-13,2007-07-13,2,NA,25,24.77841759,8,1,00000077,1447.961647,100274.6971
89,2007,CA,USF,MDF,ROCK BSFMU A6,00000022,2007-07-06,2007-07-25,1,NA,268,267.275177,1,1,00000022,6268.033635,1081624.327
90,2007,CA,USF,INF,SAGE,00000015,2007-07-06,2007-07-11,1,Part of the Inyo Complex,6460,6462.620117,2,1,00000015,38003.22653,26153295.79
91,2007,CA,CDF,ORC,SANTIAGO,00000085,2007-10-21,2007-11-08,9,NA,28476,28429.98047,3,1,00000085,86612.28719,115052046.2
92,2007,CA,USF,INF,SENTINEL,00000025,2007-07-05,2007-07-14,1,NA,13,12.16587067,1,1,00000025,1304.220525,49233.53023
93,2007,CA,USF,INF,SEVEN,00000023,2007-07-06,2007-07-13,1,Part of the Inyo Complex,1633,1643.768799,2,1,00000023,11435.19185,6652096.302
94,2007,CA,USF,BDF,SLIDE,00000167,2007-10-22,2007-11-14,9,NA,12759,12769.24805,7,1,00000167,74185.91595,51675311.51
95,2007,CA,CDF,MVU,RICE,00010502,2007-10-07,2007-11-05,9,NA,NA,9471.853516,3,1,00000000,51738.22478,38331231.94
96,2007,CA,BLM,BBD,LARSON,00000557,2007-06-01,2007-06-11,1,Hope this works.  If not let me know and will try again.,1080,1075.99939,2,1,00000557,11686.65271,4354415.038
97,2007,CA,BLM,NOD,PONDEROSA,00006532,2007-09-19,2007-09-12,11,10 of the 15 acres was on BLM land,15,14.6404047,1,1,00006532,1335.683565,59247.61696
98,2007,CA,BLM,NOD,TWIN,00004262,2007-08-31,2007-08-31,1,NA,30.32,30.30834389,1,1,00004262,2055.62525,122653.5196
99,2007,CA,BLM,BBD,WALKER,00000622,NA,2007-04-06,1,NA,793.3,794.1240234,1,1,00000622,11111.08914,3213705.87
100,2007,CA,BLM,NOD,LAKE,00006277,2007-09-03,NA,9,NA,NA,12.5574398,NA,1,00006277,1027.687959,50818.15594
101,2007,CA,BLM,BBD,BROWN,00001504,2007-07-20,2007-06-23,9,NA,84.7,1430.317261,1,1,00001504,16089.60509,5788288.833
102,2007,CA,BLM,BBD,BODFISH,00001379,2007-06-10,2007-06-11,14,NA,213,213.1161957,2,1,00001379,4154.091671,862450.6722
103,2007,CA,BLM,NOD,DANHAUSER,00004229,2007-08-30,2007-08-31,14,NA,145,145.13974,8,1,00004229,6138.25917,587359.7113
104,2007,CA,BLM,BBD,SAN BENITO,00002767,2007-08-18,2007-08-19,14,NA,15,16.03662682,8,1,00002767,1531.186704,64897.92618
105,2007,CA,BLM,NOD,SCHOTT,00000285,2007-01-24,2007-01-24,14,NA,99,60.5663414,8,1,00000285,2842.135709,245103.2818
106,2007,CA,CDF,BTU,HONEY,00005890,2007-05-22,2007-05-28,11,NA,726,726.4035645,2,1,00000000,12290.99732,2939650.872
107,2007,CA,LRA,BTU,HWY 32,00009279,2007-08-03,2007-08-03,10,NA,380,247.5469818,1,1,00000000,4421.870307,1001787.098
108,2007,CA,CDF,BTU,BANGOR,00009467,2007-08-07,2007-08-07,7,NA,1057,1057.202148,1,1,00000000,12214.73371,4278345.194
109,2007,CA,CDF,FKU,PANOCHE,002844,2007-03-22,2007-03-23,11,NA,300,73.78704834,1,1,00002844,2596.855936,298605.6014
110,2007,CA,CDF,FKU,TAR,00008730,2007-08-10,2007-08-19,14,NA,5670,5671.02832,2,1,00008730,24980.06043,22949836.58
111,2007,CA,USF,STF,BOURLAND,NA,2007-10-30,NA,1,20090305,28,29.35806847,6,2,00000090,1848.910202,118807.8859
112,2007,CA,USF,SNF,MONO,00000004,2007-04-05,2007-05-25,1,NA,98,98.08346558,2,1,00000004,5165.600886,396929.6959
113,2007,CA,USF,PNF,MOONLIGHT,00000098,2007-09-03,2007-09-25,2,NA,64995,64959.95703,7,1,00000098,82138.26236,262883613.9
114,2007,CA,USF,CNF,MCCOY,00000086,2007-10-21,2007-10-24,9,NA,353,353.1392822,1,1,00000086,7933.195023,1429103.991
115,2007,CA,CDF,LAC,NORTH,00000129,2007-09-02,2007-09-02,1,NA,2200,2122.342529,8,1,00000129,15780.58796,8588815.778
116,2007,CA,USF,INF,OAK,00000022,2007-07-06,2007-07-13,1,Part of the Inyo Complex,12051,27062.86914,2,1,00000022,83818.98947,109519543.4
117,2007,CA,USF,INF,OHAREL,00000052,2007-10-29,2007-12-18,1,CONT_DATE is the Fire Out Date from NIFMID,560,596.9158936,1,2,00000052,9833.013521,2415632.98
118,2007,CA,USF,CNF,PINE,00000073,2007-09-12,2007-10-02,4,NA,2170,2111.768066,7,1,00000073,17108.23342,8546022.398
119,2007,CA,USF,SRF,PIONEER,00000017,2007-07-11,2007-07-13,1,NA,25,25.063503269999998,7,1,00000017,1503.191305,101428.3996
120,2007,CA,CDF,MVU,POOMACHA,00010643,2007-10-23,2007-12-01,9,NA,49390,49410.96875,7,1,00000087,119199.7247,199959093.2
121,2007,CA,USF,MDF,RATTLESNAKE,00000038,2007-07-10,2007-07-15,1,NA,14,14.43093395,1,1,00000038,1190.387236,58399.91799
122,2007,CA,USF,SQF,RICHBAR,00000066,2007-10-23,2007-10-23,9,NA,13,13.4325943,6,1,00000066,926.1922271,54359.78211
123,2007,CA,USF,SQF,RIVER,00000036,2007-08-01,2007-08-01,2,NA,150,149.886734,6,1,00000036,3220.092817,606570.0776
124,2007,CA,USF,TNF,RALSTON,00001443,2006-09-05,2007-09-17,9,NA,8422,8421.043945,2,1,00000064,45005.69967,34078757.49
125,2007,CA,CDF,MEU,PASS,00005025,2007-07-10,2007-07-11,14,NA,444,444.157135,2,1,00005025,5771.593561,1797440.147
126,2007,CA,CDF,NEU,EIGHTY,00018249,2007-08-22,2007-08-22,2,NA,NA,78.04229736,1,1,00000000,2885.521433,315825.982
127,2007,CA,LRA,NEU,ATHENS,00016528,2007-08-02,2007-08-02,10,NA,NA,15.18610859,1,1,00000000,1272.973193,61456.00252
128,2007,CA,LRA,NEU,WEST BUTTE,00016014,2007-07-27,2007-07-27,14,"LRA adj to Sutter Buttes, CDF aircraft used",NA,83.31375122,1,1,00000000,3193.028566,337158.7982
129,2007,CA,LRA,NEU,PEACE VALLEY,00020787,2007-09-21,2007-09-22,1,"LRA in Sutter Buttes, Burned State Park lands",NA,282.3937378,1,1,00000000,5538.363856,1142806.92
130,2007,CA,CDF,NEU,CROSBY,00010759,2007-05-28,2007-05-28,1,NA,NA,20.30935669,1,1,00000000,1633.616512,82189.04905
131,2007,CA,LRA,NEU,FIDDYMENT,00011118,2007-06-01,2007-06-01,8,NA,NA,62.63405991,1,1,00000000,2700.316763,253471.0438
132,2007,CA,CDF,NEU,WILSON,00007290,2007-04-09,2007-04-09,5,NA,NA,13.75327206,1,1,00000000,1870.907904,55657.51577
133,2007,CA,CDF,NEU,SMARTVILLE,00013538,2007-06-29,2007-06-29,1,NA,NA,197.4906464,1,1,00000000,6821.982212,799216.2904
134,2007,CA,CDF,NEU,SIXTY-FIVE,00015674,2007-07-23,2007-07-23,14,NA,NA,29.60796356,1,1,00000000,1424.062067,119819.179
135,2007,CA,CDF,NEU,SIXTY-FIVE 2,00020203,2007-09-14,2007-09-14,14,NA,NA,30.92793846,1,1,00000000,1523.980355,125160.9293
136,2007,CA,CDF,RRU,COLINA,00079386,2007-09-10,2007-09-10,14,NA,388,374.4465942,7,1,00000000,7100.884824,1515331.59
137,2007,CA,CDF,RRU,LAGUNA,00080051,2007-09-12,2007-09-12,14,NA,12,12.43934727,7,1,00000000,1234.301046,50340.25114
138,2007,CA,LRA,RRU,POLK,00041579,2007-05-10,2007-05-10,14,NA,56,84.79376221,7,1,00000000,3700.12716,343148.1747
139,2007,CA,CDF,RRU,MOCKINGBIRD,00001600,2007-10-05,2007-10-05,14,NA,671,737.2715454,7,1,00000000,8624.16121,2983632.146
140,2007,CA,CDF,NEU,PETERSON,00014260,2007-07-06,2007-07-06,7,NA,NA,14.47645473,1,1,00000000,1326.3700470000001,58584.13413
141,2007,CA,CDF,NEU,JASPER,00021576,2007-10-02,2007-10-02,2,NA,NA,85.65826416,1,1,00000000,2826.751904,346646.7047
142,2007,CA,CDF,NEU,MOONEY,00018335,2007-08-23,2007-08-23,14,NA,NA,49.3754425,1,1,00000000,2322.115064,199815.3293
143,2007,CA,CDF,NEU,NADER,00016198,2007-07-29,2007-07-29,14,NA,NA,16.27154732,1,1,00000000,1550.052423,65848.61941
144,2007,CA,USF,LNF,COLBY,00000037,2007-08-10,2007-08-19,7,NA,168,253.6502838,1,1,00000037,5928.588434,1026486.286
145,2007,CA,USF,MDF,COYOTE,00000061,2007-08-30,2007-08-31,1,NA,20,18.42541122,1,1,00000061,1319.60344,74564.99463
146,2007,CA,USF,SNF,DEVIL,00000037,2007-08-09,2007-08-10,4,NA,12,12.1689415,7,1,00000037,1669.060351,49245.959
147,2007,CA,USF,MDF,DOME,00000051,2007-07-10,2007-07-15,1,NA,65,65.50415039,1,1,00000051,2054.63526,265085.8822
148,2007,CA,USF,KNF,ELK,00000045,2007-07-10,2007-08-04,1,Part of the Elk Complex,1144,1144.694458,7,1,00000045,12525.94246,4632414.095
149,2007,CA,USF,MDF,FLETCHER,00000055,2007-07-10,2007-08-04,1,NA,8121,8081.956543,1,1,00000055,41625.79694,32706518.21
150,2007,CA,USF,SQF,GOLDLEDGE,00000011,2007-06-03,2007-06-16,9,NA,4200,4196.01709,2,1,00000011,23759.6396,16980678.53
151,2007,CA,USF,TNF,GRANITE,00000064,2007-07-10,2007-07-21,1,NA,10,10.10742092,6,1,00000064,1038.554008,40903.28096
152,2007,CA,USF,SQF,GROUSE,00000042,2007-08-27,2007-12-18,1,NA,1022,1004.114197,6,1,00000042,10368.89716,4063506.091
153,2007,CA,USF,TMU,ANGORA,00000013,2007-06-23,2007-07-02,4,NA,3100,3069.804932,7,1,00000013,21974.91371,12423059.37
154,2007,CA,USF,BDF,GRASS VALLEY,00000165,2007-10-22,2007-12-31,9,NA,1247,1242.370728,7,1,00000165,13449.29087,5027695.809
155,2007,CA,USF,MDF,HARVEY,00000052,2007-07-12,2007-07-15,1,NA,15,15.22974014,1,1,00000052,2243.227803,61632.57026
156,2007,CA,USF,CNF,HAUSER,00000025,2007-06-05,2007-06-05,4,NA,17,17.11760902,1,1,00000025,1710.049053,69272.50812
157,2007,CA,USF,MDF,HOWARDS GULCH,00000005,2007-04-16,2007-04-17,6,NA,23,21.9977417,1,1,00000005,1354.461434,89021.70148
158,2007,CA,USF,KNF,HUMMINGBIRD,00000058,2007-07-10,2007-12-06,1,"Part of the Elk Complex, Total Cost 18,600,000",80,80.30073547,7,1,00000058,3231.445598,324965.5319
159,2007,CA,USF,SQF,JAMES,00000004,2007-04-29,2007-08-02,9,NA,1350,1348.932373,1,1,00000004,16205.21524,5458935.744
160,2007,CA,USF,SRF,JEDIDIAH,00000019,2007-07-11,2007-07-14,1,NA,85,85.58557129,7,1,00000019,3718.394047,346352.5293
161,2007,CA,USF,SHF,LAZY,00000088,2007-08-29,2007-09-09,1,NA,599,597.479187,2,1,00000088,6508.684236,2417912.537
162,2007,CA,USF,TNF,MARBLE,00000098,2007-10-18,2007-10-20,5,NA,27,26.60559654,1,1,00000098,1786.197695,107669.0279
163,2007,CA,CDF,BDU,LOS FLORES,00003475,2007-03-31,NA,1,Fire started in Hesperia City. 200 ac of SRA,1600,4099.96582,2,1,00000000,21104.85229,16591972.53
164,2007,CA,CDF,BDU,MERIDIAN,00007330,2007-07-05,2007-07-06,1,NA,447,445.7277527,1,1,00000000,8483.153791,1803796.263
165,2007,CA,CDF,BDU,MARTIN RANCH,00011653,2007-10-23,2007-10-24,11,Fire started in San Bernardino City. 75 ac in SRA,123,602.2323608,2,1,00000000,7563.631367,2437147.785
166,2007,CA,CDF,BDU,GLEN HELEN  2,00011579,2007-10-21,2007-10-22,2,NA,150,163.5795441,6,1,00000000,3484.754062,661982.9178
167,2007,CA,CDF,BDU,DEVORE 2,00011583,2007-10-21,2007-10-22,14,NA,187,86.78253174,6,1,00000000,4499.645053,351196.4333
168,2007,CA,CDF,BEU,QUIEN,00003537,2007-08-30,2007-09-02,1,NA,422,422.3299561,2,1,00000000,6013.292042,1709108.716
169,2007,CA,CDF,BEU,BRYSON,00001545,2007-05-12,2007-05-12,2,NA,28,24.73461914,1,1,00000000,1585.97237,100097.4497
170,2007,CA,CDF,BEU,SOLEDAD,00001023,2007-03-29,2007-03-29,5,NA,36,37.53804779,1,1,00000000,1704.362349,151911.0847
171,2007,CA,CDF,BEU,COLORADO,00004103,2007-10-08,2007-10-08,15,Firefighter Fatality,25,24.84289742,7,1,00000000,1353.500205,100535.6354
172,2007,CA,CDF,BEU,AVENIDA,002277,2007-06-26,2007-06-26,2,NA,44,33.98232269,6,1,00000000,1557.021797,137521.5777
173,2007,CA,CDF,BEU,PINEY,002370,2007-07-01,2007-07-01,7,NA,50,49.41501236,6,1,00000000,1889.79328,199975.4648
174,2007,CA,CDF,BEU,ROSA,00003543,2007-08-30,2007-08-30,1,NA,20,19.03348351,6,1,00000000,1136.355711,77025.77262
175,2007,CA,CDF,BEU,OAK,00003420,2007-08-24,2007-08-24,2,NA,13,18.52166939,6,1,00000000,1560.826171,74954.53493
176,2007,CA,BLM,NOD,POT HOLE,00003146,2007-07-11,2007-07-12,1,NA,13.8,13.79044342,1,1,00003146,1530.428181,55807.94472
177,2007,CA,BLM,BBD,BAILEY,00002293,NA,2007-07-22,14,NA,53.3,53.44631195,1,1,00002293,3804.548255,216289.5476
178,2007,CA,BLM,CDD,WRIGHT,00010034,2007-10-06,2007-10-06,9,NA,31,31.31121445,1,1,00010034,2431.088209,126711.989
